Food Name,Food Group_Beverage,Food Group_Cereals,Food Group_Dairy,Food Group_Dry Fruits,Food Group_Fats & Oils,Food Group_Fruits,Food Group_Leafy Greens,Food Group_Nuts,Food Group_Pulses,Food Group_Seeds,Food Group_Soy Products,Food Group_Spices,Food Group_Vegetables,Cultural Suitability_Indian,Cultural Suitability_Middle Eastern,Cultural Suitability_North Indian,Cultural Suitability_South Indian,"Dietary Tags_Vegan, Gluten-Free","Dietary Tags_Vegetarian, Gluten-Free","Dietary Tags_Vegetarian, Vegan, Gluten-Free",Energy (kcal per 100g),Protein (g per 100g),Iron (mg per 100g),Calcium (mg per 100g),Folate (µg per 100g),Vitamin C (mg per 100g),Vitamin A (IU per 100g),Magnesium (mg per 100g),Fiber (g per 100g),Omega-3 (g per 100g),DHA (g per 100g),Sodium (mg per 100g)
Indian Dairy 125,0.00076461147,0.0017356217,0.99962795,0.0022534614,0.99926096,0.99984336,0.9989215,0.0006435954,0.0029582023,0.00226168,0.046949554,0.10231426,0.99882835,0.000300883,0.9995585,0.99973994,0.9945813,0.0005684949,0.011266694,0.99943167,0.9997141,0.98380315,0.36072588,0.9970861,0.9994254,0.0006088847,0.9808131,0.00018097924,0.9986534,0.06477933,0.999226,0.9975011
South Indian Nuts 126,0.00061610335,0.005078938,0.99947375,0.0027367806,0.9995846,0.9989235,0.9984669,0.0022202516,0.004785778,0.0015203615,0.0676892,0.18758899,0.999089,0.00022010358,0.9998455,0.99957305,0.99820733,0.0004569118,0.025101764,0.99940324,0.9997545,0.99083954,0.35304716,0.9981674,0.99908996,0.0013888685,0.9724335,0.0007784301,0.99944466,0.016949274,0.998214,0.9986052
North Indian Cereals 127,6.046049e-05,0.00093822513,0.99988306,0.0009171819,0.99995196,0.98549855,0.99918574,0.00029569454,0.0028047161,0.002440549,0.011324565,0.033529043,0.9997286,0.00010228239,0.9999163,0.99983954,0.9996786,0.00020458942,0.003142603,0.9996307,0.99996305,0.999238,0.47868544,0.99922836,0.99972564,0.0004259154,0.9077492,0.00023962266,0.99994063,0.06351571,0.9986307,0.99977523
Gujarati Dairy 128,0.000130854,0.00041372175,0.99959975,0.0014722996,0.9995772,0.9990268,0.9992312,0.00045860218,0.00097431714,0.0012016115,0.03538835,0.07854401,0.9990632,0.0001619499,0.9998368,0.9998274,0.9995433,0.00016862252,0.005122793,0.9996828,0.9997104,0.9956781,0.4749873,0.9984138,0.9996817,0.00038835756,0.98135763,0.00036844367,0.99991345,0.04504481,0.99945325,0.99919003
Bengali Vegetables 129,0.00075028173,0.0051600295,0.99984837,0.002663265,0.99943906,0.9993113,0.9993606,0.00093345786,0.019717263,0.00032467968,0.17876783,0.1636627,0.99840945,0.00016334691,0.99978703,0.99955636,0.9968599,0.0003448721,0.029397242,0.99900335,0.99952984,0.9963224,0.37950087,0.99423933,0.99941826,0.00093220785,0.9209566,0.0022812812,0.99985266,0.07226052,0.9983663,0.99710995
Indian Seeds 130,0.00014267272,0.0009114237,0.9997818,0.0016833104,0.99990666,0.99910563,0.9978022,0.00038031503,0.0002142049,0.0005451488,0.036128957,0.06316583,0.9996289,5.21533e-05,0.99993765,0.9999578,0.9998553,0.00010668869,0.0017921706,0.9998548,0.9999689,0.99776185,0.5381846,0.9998567,0.99979,0.00014624625,0.98293144,0.00014915859,0.9998809,0.16962889,0.9986228,0.9985983
Indian Nuts 131,0.0001437655,0.0004520803,0.99996436,0.0016725344,0.99998295,6.5849207e-07,0.999648,2.0283082e-05,0.00081110466,0.9999578,0.001633848,0.09300436,0.9997993,1.1786149e-05,0.9999541,0.99995506,0.99933726,7.5074044e-05,0.002893773,0.99995995,0.99997747,0.9999896,0.9994869,0.9979665,0.99997914,0.0061894925,0.021982135,7.724264e-06,0.99997413,0.01142676,0.9999821,0.9998056
South Indian Leafy Greens 132,0.00020963227,0.00025458325,0.9998573,0.009777558,0.9997038,0.097972944,0.99980825,6.736985e-05,0.000689396,0.7719544,0.02418358,0.28188103,0.9991097,0.0001918803,0.99978656,0.9999701,0.99854976,0.00020486896,0.00449648,0.99983823,0.9999205,0.9998173,0.9657507,0.9997415,0.9995357,0.00048917846,0.16433847,0.000396713,0.999923,0.044191476,0.99872357,0.99950004
Bengali Fruits 133,3.2228334e-05,0.0011912289,0.9999242,0.014219311,0.9997639,0.9933596,0.9996731,0.00015047856,0.00020438666,0.0069964933,0.018107897,0.07747127,0.99991524,0.00021619168,0.99998486,0.9999262,0.99977285,0.00011961295,0.0021883491,0.9998449,0.999987,0.9979115,0.36445254,0.9999529,0.99985087,4.7838275e-05,0.7218465,0.0001388187,0.9999243,0.056052517,0.9983205,0.99936754
Indian Cereals 134,0.00011319141,0.0007656884,0.999811,0.003298093,0.9998061,0.99992895,0.99963987,0.00016712777,0.0028201856,0.00020819253,0.0986396,0.1760866,0.99973184,6.976651e-05,0.9999273,0.9999597,0.99978405,0.000105562656,0.0058152573,0.999944,0.99992275,0.99625164,0.4568031,0.99824476,0.99996495,8.304651e-05,0.9484264,0.00017155157,0.9999089,0.01722823,0.99776864,0.9993156
Gujarati Seeds 135,0.00035496266,0.0003001212,0.9997323,0.0013450953,0.9999343,0.99995935,0.99961483,0.00014048681,0.0006720953,0.00023101585,0.0140095,0.053553373,0.99982256,4.179145e-05,0.99991107,0.9999577,0.999899,0.00015124054,0.001157278,0.99987304,0.99991226,0.99859375,0.4014824,0.99943525,0.99984396,0.0003933198,0.9844787,0.00012732767,0.99996495,0.01701043,0.99956113,0.9996247
North Indian Fruits 136,0.00026673003,0.0005329784,0.9989353,0.010614896,0.99948174,0.999861,0.9977545,0.0013545866,0.0008259195,0.0004624345,0.037383284,0.115999095,0.999305,0.00015509383,0.99982244,0.999747,0.9999014,0.00051642855,0.0009630371,0.9996038,0.99975795,0.99173564,0.49580184,0.99966204,0.999366,0.00019837968,0.7142876,0.00092739786,0.99966156,0.035824686,0.9988772,0.99641716
North Indian Dairy 137,0.0005373181,0.003845124,0.9999201,0.0008725571,0.99992347,0.00022066399,0.99961615,6.892109e-05,0.0008710689,0.9949085,0.008259203,0.053964067,0.99958867,0.00012345931,0.9998933,0.9998653,0.9972228,4.371169e-05,0.03113735,0.99987614,0.99984705,0.9998809,0.9964868,0.9987173,0.9999242,0.0008153481,0.110579714,0.00038396346,0.9998097,0.07668195,0.9997056,0.99977845
Bengali Dairy 138,0.00013523588,0.00062015775,0.99972934,0.001638534,0.9994727,0.9994498,0.99942064,0.0013753414,0.0019490431,0.0009064335,0.069832,0.088043585,0.9980227,0.00017869608,0.999691,0.99982697,0.99840575,0.001201215,0.020720616,0.9995881,0.9996959,0.9966204,0.38383818,0.9988777,0.99982077,0.0017564812,0.99311054,0.0006284476,0.99981433,0.079880156,0.9991466,0.9965501
Gujarati Vegetables 139,0.00012352031,0.0020080332,0.9998883,0.0031010793,0.9995467,0.9998272,0.99985695,0.00030444603,0.00018850516,0.00023201822,0.0555872,0.10843883,0.999551,0.00034813565,0.9998147,0.99990225,0.9989766,0.0006559169,0.007114396,0.9989913,0.9998654,0.9951617,0.5755217,0.9995621,0.99973756,0.00036711694,0.9680208,0.0003694737,0.99983954,0.11927932,0.9990472,0.9946883
Indian Dairy 140,0.0007760867,0.0026464134,0.9995347,0.0047601624,0.99913615,0.99899155,0.99621433,0.00088018633,0.0041245734,0.00074177055,0.10286373,0.15998916,0.999257,0.00028044323,0.9991917,0.99947065,0.9976967,0.000589799,0.018751355,0.999668,0.9995671,0.9945952,0.42322657,0.9949325,0.999739,0.0016247891,0.99562824,0.0007251048,0.99969125,0.05829334,0.99908483,0.9962508
North Indian Vegetables 141,6.991636e-05,0.0004594944,0.9999293,0.0007437319,0.9999317,0.9988175,0.9998511,0.00010059201,0.00035914624,0.0013923832,0.013128931,0.01854758,0.9992988,5.032639e-05,0.9999336,0.99989617,0.99994147,4.355366e-05,0.0017856633,0.9999504,0.9999757,0.9988098,0.4711344,0.99980015,0.9998344,0.0002283342,0.98370314,0.00032548144,0.9999795,0.060197257,0.99972326,0.99972326
North Indian Nuts 142,0.00036542938,0.0011378467,0.9991559,0.00259901,0.9999242,0.99591607,0.99977976,0.0002048715,0.0012097342,0.006017273,0.014307405,0.052306436,0.99976057,0.00018873913,0.99982506,0.999764,0.99978906,0.00040784891,0.0033639658,0.9998659,0.9999505,0.9986016,0.38867545,0.99879515,0.9999685,0.00030108241,0.9668392,0.00021647407,0.9999565,0.05582544,0.9999087,0.99983287
Bengali Nuts 143,0.00014903658,0.0017284589,0.9998938,0.0008268239,0.99981576,0.9985526,0.9994721,0.00014286509,0.00065310777,0.00040902317,0.022779828,0.08849347,0.9994253,5.8428894e-05,0.99984574,0.9999596,0.9995547,0.0001255429,0.0075741396,0.9998566,0.99997675,0.9967474,0.72895,0.9998217,0.9997979,0.000109077126,0.99331915,0.00036755242,0.9999474,0.031547632,0.9996401,0.99966764
Bengali Vegetables 144,0.00013428832,0.00074164546,0.999728,0.0029023823,0.99980074,0.9997987,0.99943477,0.0010883627,0.00076112524,0.0014539825,0.038446825,0.08431272,0.9987255,0.00012044309,0.99985504,0.9997434,0.9996106,0.0001717398,0.0066132564,0.99981195,0.99987614,0.99598455,0.45118833,0.9983537,0.99985564,0.0009981713,0.9700584,0.0003579615,0.99981946,0.043862693,0.9984168,0.99958175
Indian Fruits 145,0.00020393619,0.0009518521,0.99987733,0.00080217683,0.99978894,0.9997199,0.999549,0.00035087485,0.00040471274,0.0021794932,0.040530674,0.07456911,0.99979013,0.00021145305,0.9999516,0.99980706,0.9999404,0.00019469559,0.0034336105,0.999803,0.99994874,0.9976127,0.25112095,0.9990559,0.9998622,0.00022147995,0.9581973,0.00021848212,0.9998493,0.03133179,0.9996252,0.9996662
Indian Pulses 146,0.00012264102,0.0008211022,0.99986875,0.0036049967,0.99988854,0.9998926,0.9997538,0.00012260278,0.0017859675,3.2485714e-05,0.07162288,0.09136132,0.9994881,2.5522468e-05,0.99996185,0.9998919,0.9997861,8.845832e-05,0.0047297403,0.99960023,0.99988604,0.9989766,0.5113282,0.99977285,0.9999348,0.00010588396,0.98640984,0.00065724173,0.99996114,0.058670495,0.9994369,0.99897695
Gujarati Seeds 147,1.4076428e-05,7.1710485e-05,0.9999696,0.0015623873,0.99988973,0.9997204,0.9999713,6.83866e-05,0.00016168435,0.00041511055,0.014629995,0.10296075,0.9996991,1.0446017e-05,0.9999938,0.99996984,0.9999888,2.2585276e-05,0.00033655646,0.9999919,0.99994874,0.99859244,0.5556427,0.9999504,0.99996734,1.10259825e-05,0.9821421,7.3452946e-05,0.99998057,0.14960746,0.99995816,0.9996145
Gujarati Dairy 148,4.878995e-05,0.0004721676,0.9998896,0.0013560504,0.9998667,0.36973497,0.9987489,0.00038417085,0.0009564115,0.41691872,0.00500312,0.020790821,0.9996928,9.3861025e-05,0.9999405,0.99994254,0.9999311,0.00018314188,0.008214411,0.99958557,0.9999205,0.9982951,0.9594587,0.99801034,0.9997677,4.5319877e-05,0.7274296,0.00048062057,0.9999461,0.11149403,0.99984264,0.99974114
South Indian Nuts 149,0.0007185452,0.0007998027,0.9998553,0.0014826907,0.9992943,0.9999392,0.999635,0.00044720073,0.0013410898,9.611461e-05,0.06163565,0.11886295,0.9983754,0.00020015654,0.99987376,0.99993026,0.9979887,0.00089152926,0.016136376,0.99944335,0.99963856,0.99495524,0.5359294,0.99649835,0.9996327,0.0009826912,0.9871474,0.000342957,0.9990694,0.06520923,0.99864966,0.9968188
Bengali Fruits 150,6.5852146e-05,0.00018520365,0.99992144,0.00043893314,0.99982446,0.99968255,0.99988127,0.00029734918,0.0011398206,0.0002239619,0.02418404,0.05367079,0.9997857,2.1554271e-05,0.99996257,0.99991095,0.99990344,4.6709752e-05,0.0037886545,0.9998313,0.9999845,0.9997179,0.4262249,0.9968689,0.9999199,0.00018645941,0.982488,6.255968e-05,0.9999585,0.012744481,0.99988997,0.9996464
South Indian Dairy 151,0.0001532726,0.00050799205,0.9999156,0.0056449617,0.9997621,0.9995171,0.99944633,0.00049693324,0.0014486347,0.000103407154,0.039835956,0.112357676,0.999589,0.00012247366,0.9999248,0.9999341,0.9999069,2.4677536e-05,0.00096035475,0.999959,0.999876,0.9986357,0.35124978,0.99974984,0.9997516,8.410376e-05,0.90370244,0.00057498564,0.99989927,0.010707534,0.99945825,0.99972373
Indian Pulses 152,0.00016466646,0.00032677548,0.99992573,0.0037488902,0.99981993,0.9993211,0.9993338,0.00029694464,0.0009237609,0.00038748668,0.03379549,0.14302614,0.99894637,8.8526685e-05,0.9999306,0.9995714,0.99989295,5.85338e-05,0.00187001,0.99969065,0.99984527,0.9972645,0.5939767,0.9993019,0.9999435,0.00036784774,0.9521503,0.00029919075,0.9999372,0.025736324,0.99905986,0.9984888
South Indian Leafy Greens 153,8.713803e-05,0.0002754826,0.9999057,0.0038801427,0.9999267,0.9999628,0.9998423,0.0001692638,0.0015796693,7.4452786e-05,0.024046278,0.21816672,0.99967635,6.75219e-05,0.999902,0.9999479,0.9998344,0.0005240531,0.0029777694,0.99991286,0.9998286,0.9990595,0.64479417,0.9996278,0.99993443,0.000280753,0.97801614,0.00027264052,0.99992895,0.034427155,0.99956137,0.99937516
Gujarati Vegetables 154,0.00010317992,0.0004668051,0.9999801,0.0004455498,0.9998851,0.12231996,0.99946994,7.352147e-05,0.0006832311,0.8280808,0.0033142476,0.09068516,0.99978095,3.5809662e-05,0.99996114,0.99991524,0.9996069,3.1050113e-05,0.00076718966,0.9999796,0.9999269,0.9997811,0.9585803,0.999729,0.9999696,0.00014003889,0.179778,0.0002198498,0.99995315,0.013525136,0.99994016,0.99988973
Indian Dairy 155,6.875599e-05,0.0005294929,0.998516,0.0029490397,0.99960047,0.9945029,0.9980191,0.00016248011,0.0012838696,0.010738287,0.060512103,0.13205032,0.9983479,0.00040944567,0.99985945,0.99997103,0.9997255,0.00032149872,0.004194732,0.99963796,0.9998344,0.9900675,0.7984974,0.998207,0.9994603,0.0005092101,0.8373562,0.0005528909,0.99971133,0.044691384,0.999092,0.99868256
Bengali Pulses 156,0.00020795228,0.0005494098,0.99992514,0.0011266366,0.9999037,0.7971154,0.9996724,0.00035922823,0.0012007505,0.1550227,0.01627478,0.25285605,0.9996182,8.633813e-05,0.9999814,0.99966514,0.9998394,0.00010888466,0.0025620926,0.99996924,0.99973017,0.99934417,0.95110834,0.9988772,0.999982,0.00048674512,0.666395,0.00011235981,0.9999596,0.04135715,0.9995239,0.9997203
Bengali Fruits 157,0.00036731752,0.0018561594,0.9994154,0.024778832,0.9991316,0.9996215,0.9992393,0.00048341203,0.0043599014,0.0003982108,0.047841404,0.10087259,0.9990706,0.00015029042,0.9998671,0.99974805,0.9991404,0.00022148837,0.000706026,0.999653,0.99972945,0.9979917,0.48969153,0.9975712,0.9981864,0.00060591573,0.888821,0.0005589073,0.99979883,0.044023126,0.99935716,0.99846715
Gujarati Vegetables 158,0.00011602407,0.00070816383,0.99952745,0.008195798,0.99965036,0.9998566,0.99947554,0.0013965972,0.0014684784,0.0003750921,0.08265127,0.12513547,0.99887294,0.00011918133,0.999851,0.99983585,0.99985325,0.0001516988,0.0027089755,0.99969304,0.99974865,0.9955047,0.37811336,0.99762326,0.9998099,0.0013389749,0.9776218,0.00034338396,0.99989676,0.05886792,0.9995018,0.9997106
Bengali Vegetables 159,0.00078112487,0.0015573204,0.9998375,0.0042371806,0.999493,0.99956065,0.99828124,0.00091126165,0.0029816634,0.00075773004,0.04835271,0.051042363,0.99950194,0.0005273437,0.99948835,0.9997855,0.99919933,0.00065173546,0.0054034772,0.9995396,0.99983656,0.99709356,0.45432255,0.99892336,0.9997391,0.00044445216,0.9850639,0.00027308485,0.99988484,0.040757637,0.99916387,0.99851245
South Indian Vegetables 160,0.00038375266,0.0010366441,0.9995871,0.0014759079,0.99978155,0.9998022,0.99953914,0.001982965,0.0012239745,0.0001454276,0.061053243,0.094739966,0.99964464,0.00011464123,0.9997371,0.99970704,0.99904615,0.00036323012,0.007096311,0.99971837,0.9994369,0.97574174,0.696614,0.99895954,0.99904615,0.0004605473,0.9773631,0.00022279967,0.9999075,0.04491322,0.9992724,0.99847895
Indian Nuts 161,4.959578e-05,0.00036612083,0.9999721,0.0027905935,0.9999889,0.012994631,0.9997141,0.00013907226,5.1655807e-05,0.9840456,0.0047758725,0.05256608,0.99983954,0.00011388692,0.9999932,0.99998415,0.9998252,3.1176452e-05,0.0032217265,0.9999069,0.99982125,0.99930954,0.99060786,0.99902606,0.99996805,0.0014093166,0.2620371,8.2593426e-05,0.99999225,0.01984431,0.99986124,0.99991286
Gujarati Nuts 162,4.4892917e-05,0.0007800251,0.99986637,0.002376233,0.9998323,0.99983346,0.9988256,0.0002548669,0.0005286922,0.0003488611,0.023156771,0.04352842,0.99984336,9.3866925e-05,0.9999553,0.9995628,0.99971896,0.00010714001,0.0033553517,0.999954,0.99991894,0.99903107,0.38133317,0.99963677,0.99985325,0.00018264313,0.97870356,0.00034676894,0.99992967,0.036868274,0.9995555,0.99967194
Bengali Cereals 163,4.3846747e-05,0.0007062434,0.9999305,0.0058284225,0.9998223,0.8797283,0.9999186,0.00018146394,0.00033022952,0.03193976,0.006535103,0.13663998,0.99964726,9.2045746e-05,0.9999752,0.9999422,0.9999269,0.00015638863,0.00055554614,0.99944395,0.99995244,0.99955004,0.8881668,0.99941397,0.9995042,0.0006586752,0.46122617,0.00036084861,0.99985003,0.037552707,0.99975497,0.99955124
Gujarati Fruits 164,0.00018352891,0.00014161484,0.9998859,0.026216866,0.99922526,0.99615073,0.9995437,0.0005560179,0.0004942689,0.0013689023,0.0118901,0.05315781,0.9992561,0.00034702392,0.9998023,0.9995596,0.9998865,0.00031197869,0.0016200962,0.9996512,0.9999521,0.9973024,0.37861708,0.9995596,0.99987626,6.604011e-05,0.97054714,0.00083567173,0.9997496,0.17212944,0.99831355,0.99912554
North Indian Seeds 165,0.00031449704,0.0007235917,0.99996483,0.003662137,0.9998871,0.9893139,0.99960774,0.00020505243,7.427883e-05,0.011558983,0.01858307,0.08511787,0.99965143,0.00057629583,0.99986184,0.99991584,0.99978715,0.00013386781,0.0012992839,0.99973005,0.9999119,0.9986104,0.6172561,0.99979764,0.99996305,0.00021251803,0.8170772,0.0003089569,0.9999573,0.10134854,0.99893814,0.99666303
Indian Seeds 166,0.0008757951,0.0007788085,0.9998442,0.0012897102,0.99970263,0.99978167,0.9986228,0.00027100265,0.0011654799,0.00039067114,0.02749949,0.04054544,0.9994081,0.000108237036,0.99991477,0.99980193,0.9990621,0.0003564755,0.003702664,0.99987054,0.9998883,0.9968546,0.5431033,0.9996984,0.9991591,0.0005941488,0.93167514,0.00016262922,0.9998294,0.11883109,0.99679786,0.99808145
Gujarati Vegetables 167,0.0004701891,0.00091425213,0.99979895,0.0117562115,0.9997516,0.9985852,0.99940896,0.0014252958,0.0030214463,0.0010015921,0.061982468,0.18577929,0.9992275,0.00012039474,0.9998847,0.9997656,0.9994936,0.0002529742,0.004793324,0.9998956,0.9997061,0.9951041,0.55739605,0.9993987,0.99985063,0.0006010019,0.91284347,0.0002529168,0.9997849,0.064494826,0.9985998,0.99756324
North Indian Leafy Greens 168,5.725515e-05,0.00023300365,0.99992454,0.0010015573,0.9999411,0.9999745,0.99993527,8.083341e-05,0.0007518897,0.00016850953,0.01610926,0.056778714,0.9998729,2.2647459e-05,0.9999902,0.99990475,0.99994195,6.764706e-05,0.0049812864,0.99986684,0.9999367,0.9990402,0.6935168,0.99929273,0.99986196,0.00017251793,0.9880867,0.000120651835,0.9998209,0.016420484,0.99973637,0.99948275
Indian Fruits 169,0.0001706873,0.0010003096,0.9991326,0.0048357504,0.99947816,0.9999267,0.9995696,0.0006977029,0.0012869855,0.00050113845,0.072802074,0.14326654,0.99966407,0.00010180607,0.99986887,0.9996177,0.99930227,0.00028763758,0.0045772935,0.9995028,0.9997861,0.99601585,0.560152,0.9998938,0.99977523,9.287613e-05,0.92167324,0.0011368727,0.9998807,0.09808809,0.99821645,0.9977418
Indian Vegetables 170,0.0001981655,0.0010977425,0.9998541,0.0012337257,0.9997049,0.9839438,0.99983716,0.000113197464,0.000294457,0.012055619,0.0204296,0.08823257,0.9995777,6.641773e-05,0.99971575,0.99984455,0.99951935,0.000120039826,0.0013013782,0.99988294,0.9999354,0.9974911,0.69911826,0.99876225,0.9999044,0.00031046572,0.94573927,0.00089071546,0.999902,0.0921733,0.9997702,0.99979407
Gujarati Cereals 171,8.862618e-05,0.00047381595,0.9997631,0.011428948,0.9994035,0.99892235,0.99981827,0.00037968144,0.0016895551,0.001031999,0.03324144,0.06522585,0.99923193,0.0006511271,0.9998882,0.9999037,0.9995227,0.00025776643,0.0021983406,0.99983287,0.99992263,0.99712014,0.5296014,0.99950325,0.99987483,6.901566e-05,0.9566129,0.00040291713,0.9998809,0.088344455,0.9987527,0.99946254
Indian Dairy 172,0.00315037,0.0010759486,0.9999578,0.013996373,0.9999169,0.012752769,0.9997514,0.00039411453,0.00019037593,0.95172286,0.0112227015,0.015369894,0.9993674,0.00016049379,0.9998803,0.99944645,0.99959344,5.6220175e-05,0.0013067911,0.99994004,0.9999231,0.9999355,0.98514533,0.9992693,0.99985397,0.0011368592,0.6548468,3.568554e-05,0.9998387,0.052590106,0.9999248,0.99974734
Indian Pulses 173,6.937019e-05,0.0014070958,0.99987113,0.003055335,0.9998234,0.9999131,0.99987316,0.0004143985,0.0015173034,9.711161e-05,0.05453841,0.115999006,0.99910235,3.726111e-05,0.9999517,0.9998554,0.9998678,0.00011820898,0.002029708,0.9998124,0.9999472,0.99888927,0.38684854,0.9992969,0.9998443,0.00033781966,0.9848898,0.000185138,0.99994004,0.011119632,0.998662,0.9991597
North Indian Leafy Greens 174,0.00014994289,0.00027324894,0.9997888,0.0028181726,0.99977976,0.99929297,0.99961674,0.000107098655,0.00022885944,0.00014541153,0.008345638,0.14959325,0.99902713,1.2783194e-05,0.9999553,0.99931836,0.99993587,9.909734e-05,0.0008506613,0.9998733,0.9999374,0.99802196,0.54592746,0.999747,0.99992704,4.2997355e-05,0.91262597,0.00048617338,0.9998703,0.021253016,0.99968195,0.99955696
Indian Fruits 175,0.0003228607,0.00046029227,0.9992525,0.0017816941,0.9994313,0.99984574,0.99957925,0.000158998,0.00091838295,0.00016424511,0.07049597,0.14566936,0.99935585,0.00022944545,0.99966514,0.9998828,0.9998454,0.00022104387,0.0012336933,0.99989355,0.999542,0.9925673,0.46586016,0.9995339,0.99976474,9.664868e-05,0.9671011,0.00035269908,0.9999404,0.04535632,0.99905807,0.99907434
Indian Seeds 176,0.00018250663,0.000923521,0.99965143,0.00969119,0.9987866,0.99826473,0.997291,0.00045857683,0.0011605275,0.0020380109,0.01992275,0.10605255,0.9990761,0.00048641834,0.9997857,0.99970144,0.99895537,0.0004995034,0.0032319608,0.9995004,0.99973506,0.99656373,0.42423812,0.9990305,0.99823964,0.00017237275,0.8961237,0.0005699128,0.99971586,0.044364043,0.9985927,0.998743
North Indian Pulses 177,9.883395e-05,0.00012987481,0.9998987,0.012755885,0.9998543,0.998509,0.99956435,5.7749323e-05,0.0003144035,0.007264174,0.030938819,0.12532568,0.99885106,2.9468074e-05,0.9999484,0.9999323,0.99990153,9.165179e-05,0.004246415,0.99989736,0.9999783,0.99837226,0.45650664,0.99985445,0.9998123,0.00010057264,0.8277999,0.0003558538,0.9999801,0.03690105,0.99946934,0.9996031
South Indian Cereals 178,0.0001020624,0.0012682067,0.99993324,0.0015003612,0.9999219,0.000794311,0.9996252,0.000102916856,0.00046459932,0.9791885,0.0073739495,0.027306266,0.9994765,0.00021938975,0.9999058,0.99976164,0.9993716,4.3990654e-05,0.0015305141,0.9999373,0.9999161,0.9997472,0.9941696,0.99812895,0.99992335,0.0008715462,0.080836006,0.00013477386,0.99996316,0.021312196,0.99992716,0.9994574
North Indian Nuts 179,0.0002751773,0.001100979,0.99928063,0.004937308,0.99952865,0.9999207,0.99507564,0.0006506937,0.0012628568,0.00021419059,0.108643286,0.25330794,0.999226,0.00069448084,0.9993068,0.9997999,0.99954563,0.0005037006,0.0026428879,0.9998061,0.9994504,0.9964561,0.4206344,0.99921393,0.999734,0.000307361,0.93689203,0.00015908579,0.9999069,0.047442473,0.9991026,0.99804986
Gujarati Leafy Greens 180,0.00020495802,0.002185339,0.9995364,0.00201372,0.9994832,0.9996904,0.9997576,0.0008964096,0.001196146,0.00051869295,0.064448476,0.015402213,0.9978777,0.00011063037,0.9997389,0.9992625,0.99965966,0.00012893886,0.0050117085,0.9994796,0.99963796,0.99830663,0.38751194,0.997493,0.9996803,0.00021630964,0.9784597,0.00088161917,0.99993956,0.023498302,0.9996507,0.99970585
Gujarati Seeds 181,0.00019125469,0.0011985211,0.9997124,0.0014744735,0.9997446,0.9994072,0.9974782,0.00018480748,0.00016779843,0.00012956768,0.06964491,0.16653138,0.99923646,4.3116677e-05,0.9999348,0.9999157,0.9998455,2.2139093e-05,0.00952805,0.9999517,0.9998766,0.9965358,0.57780224,0.99931574,0.99985695,0.00017968347,0.97540116,0.0005025467,0.9999616,0.0599173,0.9965713,0.9993943
Gujarati Dairy 182,0.00018778148,0.000556642,0.9999037,0.0022524237,0.99978286,0.99980944,0.9990959,0.00030172727,0.0020117871,0.00020017734,0.026344126,0.13104235,0.999835,0.00010367274,0.9998815,0.99991584,0.9998647,0.00025956574,0.0055879983,0.999691,0.9998461,0.9959733,0.49852812,0.99951744,0.99987733,0.00011559934,0.9734629,0.00035108833,0.99965,0.017815683,0.99970144,0.99964356
South Indian Fruits 183,0.00031879818,0.0024118,0.99980456,0.0044775167,0.9996481,0.9995981,0.9992428,0.0007121677,0.00082225626,0.0013572578,0.11999675,0.1540932,0.99970835,0.00022146433,0.9997446,0.9998466,0.9979297,0.0004999626,0.022111587,0.9992167,0.99979323,0.9947744,0.3663439,0.99776256,0.99969447,0.0009789952,0.9530315,0.00048122482,0.99981946,0.01995388,0.9993818,0.9996238
Indian Vegetables 184,0.0001402439,0.0018009971,0.9997204,0.012703592,0.999876,0.8372078,0.9998217,0.00012656229,0.00014215804,0.045641992,0.03291893,0.20118476,0.999635,0.0002807803,0.9997291,0.99972063,0.99977845,7.747521e-05,0.0027560059,0.99953365,0.9998123,0.9998275,0.9117964,0.9988432,0.9999254,0.00019698263,0.7673798,0.0006420711,0.9999907,0.060711853,0.9998505,0.9996984
Bengali Cereals 185,0.00013492764,0.00043368977,0.9999579,0.0014873403,0.99992824,0.9999887,0.99960667,0.00026412448,0.001044249,0.00015168492,0.06356195,0.17525838,0.99976426,1.0401909e-05,0.99991703,0.9999498,0.9997806,0.00017105063,0.011216149,0.9998944,0.9999255,0.99901104,0.67018706,0.99896216,0.9997322,0.00013026736,0.9724523,8.131211e-05,0.9999722,0.01500507,0.9996861,0.9990132
Indian Dairy 186,0.0014851579,0.001009018,0.99990225,0.0057347147,0.99854386,0.7408799,0.9989592,0.0009382206,0.0014410012,0.11813524,0.021604037,0.050554793,0.9958443,0.00035209238,0.9996369,0.9977603,0.9993333,0.0014512325,0.0011345927,0.9997316,0.9998337,0.99628437,0.79073256,0.9956508,0.9992225,0.00010506385,0.58073235,0.0010410591,0.99947435,0.011420002,0.99913776,0.9963471
Gujarati Pulses 187,0.00028097903,0.0015847922,0.999918,0.005143109,0.9995646,0.009271591,0.99910396,0.00010012099,0.0014529243,0.95226544,0.052391637,0.41289628,0.99883646,0.000312578,0.9998522,0.9997565,0.99879813,0.00017431415,0.0017838249,0.99973744,0.9998487,0.9996265,0.9803816,0.9991208,0.9999267,0.00093450706,0.03548306,0.000107312924,0.9997569,0.035909012,0.99799156,0.9995623
